연번, 구분,대여소ID,대여소번호,대여소명,거치대수,위도,경도
579,동대문구,ST-405,638,638. 서울시립대 정보기술관,20,37.583008,127.060974
580,동대문구,ST-402,635,635. 시조사 앞 (청량고정문 옆),12,37.587517,127.052773
581,동대문구,ST-274,615,615. 용두동 레미안허브리츠아파트 앞,20,37.576382,127.03511
582,동대문구,ST-1630,658,658. 촬영소 사거리,10,37.572948,127.066147
583,동대문구,ST-397,630,630. 동대문구 보건소,15,37.574852,127.040306
584,동대문구,ST-271,612,612. 시립동부병원 앞 사거리,20,37.573666,127.030815
585,동대문구,ST-1447,652,652. 답십리 래미안엘파인아파트 입구,20,37.57653,127.065941
586,동대문구,ST-1628,656,656. 영휘원 교차로,10,37.587238,127.043137
587,동대문구,ST-394,626,626. 군자교 서측 녹지대,10,37.561153,127.070969
588,동대문구,ST-1625,661,661. 경희대학교 청운관,10,37.594601,127.051964
589,동대문구,ST-391,623,623. 서울시립대 정문 앞,20,37.583698,127.053856
590,동대문구,ST-269,609,609. 제기2교,20,37.587791,127.037361
591,동대문구,ST-1303,651,651. 우리은행청량리지점앞,10,37.582748,127.048279
592,동대문구,ST-389,621,621. 동대문중학교 옆,15,37.574718,127.053391
593,동대문구,ST-265,605,605. 신설동역8번출구,8,37.5742,127.026497
594,동대문구,ST-261,601,601. 용신동주민센터,10,37.575947,127.037361
595,동대문구,ST-1298,646,646. 장한평역 1번출구 (국민은행앞),10,37.561867,127.064377
596,동대문구,ST-407,640,640. KEB하나은행 청량리역지점,6,37.582455,127.044495
597,동대문구,ST-404,637,637. KAIST 경영대학 앞,10,37.591614,127.045792
598,동대문구,ST-401,634,634. 외국어대 정문 앞,20,37.59602,127.05983
599,동대문구,ST-276,617,617. 청솔우성아파트 앞,20,37.574203,127.057693
600,동대문구,ST-1632,660,660. 동의보감타워,10,37.577999,127.037628
601,동대문구,ST-273,614,614. 용두동 사거리,20,37.577686,127.031013
602,동대문구,ST-396,628,628. 휘봉고등학교 앞,15,37.586815,127.067543
603,동대문구,ST-270,610,610. 동대문중 교차로,10,37.573086,127.052162
604,동대문구,ST-393,625,625. 답십리초등학교 앞(현대시장 옆),9,37.568192,127.057175
605,동대문구,ST-390,622,622. 전농사거리 교통섬,15,37.577793,127.057831
606,동대문구,ST-268,608,608. 전농삼성아파트,10,37.58131,127.055344
607,동대문구,ST-1302,650,650. 중랑교사거리,20,37.591534,127.067741
608,동대문구,ST-264,604,604. 답십리초등학교 옆 공원,15,37.569656,127.055962
609,동대문구,ST-260,600,600. 휘경2동 주민센터,10,37.589912,127.06868
610,동대문구,ST-409,642,642. 신답역 사거리,7,37.570156,127.048584
611,동대문구,ST-406,639,639. 서울시립대 후문,14,37.585197,127.060951
612,동대문구,ST-403,636,636. 세종대왕기념관 교차로,10,37.5909,127.042587
613,동대문구,ST-400,633,633. 청량리 기업은행 앞,8,37.580406,127.044823
614,동대문구,ST-275,616,616. 서울시립대 앞,20,37.582561,127.054367
615,동대문구,ST-1631,659,659. 제기역1번출구,15,37.57835,127.033386
616,동대문구,ST-398,631,631. 답십리역 1번출구,15,37.568184,127.051277
617,동작구,ST-700,2054,2054. 삼익아파트,10,37.510548,126.944847
618,동작구,ST-733,2056,2056. 동작구민 체육센터,10,37.494499,126.916527
619,동작구,ST-699,2050,2050. 노량진역 5번출구,10,37.513248,126.939972
620,동작구,ST-695,2037,2037. 동작역 5번출구 동작주차공원,20,37.503189,126.97715
621,동작구,ST-727,2012,2012. 녹십초요양병원앞,10,37.488361,126.906227
622,동작구,ST-1544,2068,2068. 총신대 앞(육교),12,37.488159,126.966476
623,동작구,ST-692,2025,2025. 흑석역 1번출구,15,37.50938,126.963615
624,동작구,ST-686,2008,2008. 노량진근린공원 대방공원,10,37.509369,126.92807
625,동작구,ST-1354,2063,2063. 대방역 4번출구,15,37.512901,126.926613
626,동작구,ST-1153,2061,2061. 한강 현대아파트 건너편,10,37.505928,126.969231
627,동작구,ST-1150,2058,2058. 노량진동 맥도널드앞,10,37.513523,126.943527
628,동작구,ST-1667,2069,2069. 숭실대 입구역3번 출구 앞,7,37.496601,126.953682
629,동작구,ST-932,2026,2026. 흑석역 4번출구,10,37.509056,126.963249
630,동작구,ST-732,2048,2048. 삼일초등학교 인근,10,37.488453,126.974213
631,동작구,ST-697,2040,2040. 비계 버스정류소,10,37.506359,126.969078
632,동작구,ST-729,2033,2033. 사당동 아르테스 웨딩앞,10,37.481491,126.981583
633,동작구,ST-694,2036,2036. 정금마을 마을버스정류장,20,37.494705,126.982391
634,동작구,ST-923,2032,2032. 이수역 11번출구쪽,10,37.485508,126.981621
635,동작구,ST-726,2009,2009. 보라매역 8번출구,10,37.500076,126.921082
636,동작구,ST-1543,2067,2067. LG전자 베스트샾 대리점 앞,10,37.497669,126.919868
637,동작구,ST-691,2024,2024. 상도역 1번출구,10,37.502178,126.948204
638,동작구,ST-688,2016,2016. 신대방삼거리역 3번출구쪽,10,37.499645,126.927094
639,동작구,ST-1356,2065,2065. 서울시여성가족재단,15,37.51199,126.927086
640,동작구,ST-685,2007,2007. 유한양행앞,20,37.512939,126.934242
641,동작구,ST-1152,2060,2060. 남성역3번출구 뒤,10,37.484631,126.97155
642,동작구,ST-878,2028,2028. 남성역 2번출구 뒷편,10,37.48447,126.971428
643,동작구,ST-701,2057,2057. 상도 아이파크 아파트,10,37.500881,126.94175
644,동작구,ST-731,2041,2041. 사당중학교 버스정류소,10,37.486835,126.968048
645,동작구,ST-696,2038,2038. 동작역 7번출구,10,37.503181,126.976089
646,동작구,ST-728,2015,2015. 신대방삼거리역 6번출구쪽,10,37.499855,126.929565
647,동작구,ST-1545,2070,2070. 노량진역 2번 출구 앞,12,37.51392,126.943069
648,동작구,ST-693,2027,2027. 중앙대학교 정문,15,37.507042,126.959152
649,동작구,ST-1542,2066,2066. 양문교회 앞,10,37.489399,126.907112
650,동작구,ST-690,2020,2020. 장승배기역2번출구뒷편쪽,10,37.504498,126.938988
651,동작구,ST-286,237,237. 보라매 두산위브 건너편,20,37.496513,126.914803
652,동작구,ST-687,2013,2013. 장승배기역 5번출구,30,37.505852,126.939362
653,동작구,ST-1355,2064,2064. 흑석한강푸르지오 106동앞,10,37.505356,126.966179
654,동작구,ST-1154,2062,2062. 사당새마을금고,10,37.486652,126.967842
655,동작구,ST-683,2002,2002. 노들역 1번출구,20,37.512844,126.952469
656,동작구,ST-1151,2059,2059. 보라매공원 정문,10,37.497078,126.917793
657,동작구,ST-877,2003,2003. 사육신공원앞,10,37.513359,126.948059
658,마포구,ST-211,154,154. 마포구청역 ,13,37.560909,126.905495
659,마포구,ST-18,113,113. 홍대입구역 2번출구 앞,25,37.557499,126.923805
660,마포구,ST-90,411,411. DMC홍보관,9,37.577995,126.891472
661,마포구,ST-27,125,125. 서강대 남문 옆,15,37.549484,126.93895
662,마포구,ST-209,152,152. 마포구민체육센터 앞,30,37.55661,126.898018
663,마포구,ST-5,103,103. 망원역 2번출구 앞,14,37.554951,126.910835
664,마포구,ST-3,101,101. (구)합정동 주민센터,5,37.549561,126.905754
665,마포구,ST-10,108,108. 서교동 사거리,10,37.552746,126.918617
666,마포구,ST-206,148,148. 용강동 주민센터 앞,11,37.542347,126.943024
667,마포구,ST-990,424,424. 롯데하이마트 (상암월드컵점) ,15,37.57362,126.898048
668,마포구,ST-6,104,104. 합정역 1번출구 앞,13,37.550629,126.914986
669,마포구,ST-203,145,145. 공덕역 5번출구,9,37.54425,126.951637
670,마포구,ST-82,421,421. 마포구청 앞,8,37.565903,126.901184
671,마포구,ST-76,401,401. 상암월드컵파크 10단지 앞,15,37.586189,126.881615
672,마포구,ST-92,413,413. 상암월드컵파크 3단지 후문,9,37.571476,126.889687
673,마포구,ST-26,124,124. 서강대 정문 건너편,20,37.55114,126.936989
674,마포구,ST-200,142,142. 아현역 4번출구 앞,11,37.557201,126.955666
675,마포구,ST-15,111,111. 상수역 2번출구 앞,10,37.547871,126.923531
676,마포구,ST-91,412,412. DMC산학협력연구센터 앞,20,37.575802,126.890739
677,마포구,ST-342,184,184. SK망원동주유소 건너편,9,37.558949,126.907753
678,마포구,ST-443,199,199. 서울 월드컵 경기장,30,37.566845,126.896446
679,마포구,ST-1494,432,432. 마포중앙도서관,10,37.563339,126.908203
680,마포구,ST-28,126,126. 서강대 후문 옆,20,37.550411,126.943848
681,마포구,ST-31,129,129. 신촌역(2호선) 6번출구 옆,15,37.555054,126.937569
682,마포구,ST-77,402,402. 상암월드컵파크 9단지 앞,20,37.582855,126.879822
683,마포구,ST-213,156,156. 서울서부지방법원 앞,10,37.549904,126.955147
684,마포구,ST-87,419,419. 홈플러스 앞,21,37.56842,126.899429
685,마포구,ST-80,405,405. DMC빌 앞,8,37.582657,126.885788
686,마포구,ST-210,153,153. 성산2교 사거리,12,37.564697,126.912613
687,마포구,ST-9,107,107. 신한은행 서교동금융센터점 앞,5,37.55751,126.918503
688,마포구,ST-208,151,151. 망원1동주민센터,10,37.555687,126.905548
689,마포구,ST-992,426,426. 서울신용보증재단,10,37.549061,126.954178
690,마포구,ST-93,417,417. DMC역 2번출구 옆,20,37.575069,126.899918
691,마포구,ST-205,147,147. 마포역 4번출구 뒤,7,37.539272,126.945915
692,마포구,ST-89,418,418. 월드컵경기장역 3번출구 옆,10,37.570721,126.898979
693,마포구,ST-202,144,144. 공덕역 8번출구,10,37.543579,126.951324
694,마포구,ST-23,121,121. 마포소방서 앞,15,37.549767,126.933174
695,마포구,ST-32,130,130. 신촌역(2호선) 7번출구 앞,10,37.554859,126.936157
696,마포구,ST-20,114,114. 홍대입구역 8번출구 앞,15,37.55706,126.924423
697,마포구,ST-95,415,415. DMC역 9번출구 앞,10,37.577469,126.897362
698,마포구,ST-38,136,136. 대흥동 주민센터,7,37.556004,126.942299
699,마포구,ST-344,186,186. 월드컵공원,40,37.563965,126.898209
700,마포구,ST-78,403,403. 부엉이공원 앞,20,37.58559,126.884727
701,마포구,ST-341,183,183. 하늘채코오롱아파트 건너편,15,37.565166,126.919395
702,마포구,ST-339,181,181. 망원초록길 입구,15,37.551342,126.902672
703,마포구,ST-94,414,414. 상암동주민센터 옆,8,37.57822,126.89447
704,마포구,ST-16,112,112. 극동방송국 앞,10,37.549202,126.923203
705,마포구,ST-968,422,422. 문화비축기지,13,37.569084,126.894424
706,마포구,ST-4,102,102. 망원역 1번출구 앞,20,37.555649,126.910629
707,마포구,ST-212,155,155. 가좌역1 번출구 뒤,15,37.56855,126.914513
708,마포구,ST-8,106,106. 합정역 7번출구 앞,10,37.548645,126.912827
709,마포구,ST-83,407,407. 마포구 육아종합지원센터,8,37.580631,126.883675
710,마포구,ST-21,119,119. 서강나루 공원,10,37.545284,126.931053
711,마포구,ST-24,122,122. 신성기사식당 앞,10,37.547249,126.939293
712,마포구,ST-207,150,150. 서강대역 2번출구 앞,15,37.552956,126.934341
713,마포구,ST-7,105,105. 합정역 5번출구 앞,5,37.550007,126.914825
714,마포구,ST-991,425,425. DMC첨단산업센터,10,37.584503,126.885597
715,마포구,ST-96,416,416. 상암월드컵파크 1단지 교차로,12,37.575665,126.894447
716,마포구,ST-110,400,400. 상암한화오벨리스크 1차 앞,15,37.587524,126.883003
717,마포구,ST-204,146,146. 마포역 2번출구 뒤,12,37.539936,126.945824
718,마포구,ST-86,409,409. 누리꿈스퀘어 옆,25,37.579399,126.88916
719,마포구,ST-1477,1687,1687. 서울월드컵경기장 테스트,10,37.568722,126.896225
720,마포구,ST-201,143,143. 공덕역 2번출구,9,37.544579,126.950218
721,마포구,ST-1397,427,427. 성산시영아파트,10,37.569584,126.903816
722,마포구,ST-85,420,420. 서울시 공공자전거 상암센터,40,37.566246,126.896179
723,마포구,ST-343,185,185. 마포 신수공원 앞,15,37.542545,126.934296
724,마포구,ST-88,410,410. 상암중학교 옆,10,37.577496,126.887772
725,마포구,ST-81,406,406. 상암월드컵파크 7단지 앞,15,37.581314,126.880585
726,마포구,ST-340,182,182. 망원2빗물펌프장 앞,10,37.551567,126.902847
727,마포구,ST-84,408,408. LG CNS앞,20,37.580811,126.88665
728,마포구,ST-22,120,120. 신수동 사거리,5,37.545242,126.934113
729,마포구,ST-19,118,118. 광흥창역 2번출구 앞,10,37.547733,126.931763
730,마포구,ST-214,157,157. 애오개역 4번출구 앞,12,37.553001,126.956688
731,서대문구,ST-43,139,139. 연세대 정문 건너편,13,37.559795,126.934479
732,서대문구,ST-33,131,131. 증산2교,23,37.584171,126.911102
733,서대문구,ST-39,137,137. NH농협 신촌지점 앞,10,37.556812,126.943184
734,서대문구,ST-12,115,115. 사루비아 빌딩 앞,15,37.558933,126.927116
735,서대문구,ST-354,198,198. 충정2교,15,37.562138,126.963776
736,서대문구,ST-233,180,180. 충정로역 7번출구 아래,10,37.559967,126.962463
737,서대문구,ST-350,194,194. 증산교 앞,10,37.577316,126.902969
738,서대문구,ST-230,173,173. 서대문역 8번출구 앞,8,37.564777,126.966148
739,서대문구,ST-14,116,116. 일진아이윌아파트 옆,5,37.564541,126.927071
740,서대문구,ST-348,192,192. 연서어린이공원,10,37.572227,126.923065
741,서대문구,ST-228,171,171. 임광빌딩 앞,10,37.564724,126.967278
742,서대문구,ST-1190,3102,3102. 연희삼거리,10,37.567966,126.931725
743,서대문구,ST-554,174,174. 명지대학교 학생회관,10,37.580589,126.923447
744,서대문구,ST-345,177,177. 북가좌 초등학교,8,37.577675,126.909805
745,서대문구,ST-224,167,167. 연가초등학교 옆,15,37.57946,126.91713
746,서대문구,ST-1644,3107,3107. 연희초등학교 앞,7,37.56974,126.933327
747,서대문구,ST-221,164,164. 북가좌1동 주민센터 ,10,37.574478,126.910049
748,서대문구,ST-1188,3100,3100. 북성초교,8,37.557396,126.952164
749,서대문구,ST-34,132,132. 창천문화공원,15,37.556789,126.935883
750,서대문구,ST-219,162,162. 봉원고가차도 밑,15,37.565269,126.946243
751,서대문구,ST-1491,3103,3103. 홍제삼거리 북측,8,37.5867,126.94677
752,서대문구,ST-216,159,159. 이대역 4번 출구,7,37.556953,126.946342
753,서대문구,ST-37,135,135. 명물길 원형무대 앞,10,37.559101,126.939178
754,서대문구,ST-40,138,138. 신촌동 제1공영주차장 앞,10,37.559177,126.934525
755,서대문구,ST-352,196,196. 연희교차로 인근,10,37.56612,126.925896
756,서대문구,ST-232,179,179. 가좌역 4번출구 앞,15,37.569122,126.914795
757,서대문구,ST-35,133,133. 해담는다리,15,37.582031,126.908997
758,서대문구,ST-41,140,140. 이화여대 후문,20,37.560009,126.940735
759,서대문구,ST-347,191,191. 정명학원,10,37.578892,126.910736
760,서대문구,ST-227,170,170. 가재울 뉴타운 주유소 옆,10,37.573112,126.922447
761,서대문구,ST-223,166,166. 가재울 초등학교,20,37.573277,126.919678
762,서대문구,ST-220,163,163. 명지전문대학교 정문 앞,7,37.583698,126.924965
763,서대문구,ST-1493,3105,3105. 홍은센트레빌 아파트 앞,12,37.597149,126.93853
764,서대문구,ST-218,161,161. 무악재역1번 출구,8,37.582245,126.950645
765,서대문구,ST-215,158,158. 독립문 어린이 공원,15,37.571259,126.96048
766,서대문구,ST-30,128,128. 신촌역(2호선) 1번출구 옆,20,37.555496,126.93634
767,서대문구,ST-36,134,134. 연세로 명물길,8,37.557892,126.93808
768,서대문구,ST-42,141,141. 연대 대운동장 옆,20,37.562382,126.932648
769,서대문구,ST-351,195,195. 모래내고가차도 ,10,37.567657,126.917809
770,서대문구,ST-231,175,175. 홍연2교옆,20,37.578072,126.930817
771,서대문구,ST-13,110,110. 사천교,20,37.568199,126.917847
772,서대문구,ST-349,178,178. 증산3교 앞,10,37.579876,126.906349
773,서대문구,ST-229,172,172. 서대문소방서,8,37.573254,126.935722
774,서대문구,ST-555,176,176. 명지대학교 도서관,10,37.581097,126.924026
775,서대문구,ST-346,188,188. 홍은동 정원여중 입구,10,37.586388,126.935127
776,서대문구,ST-226,169,169. 북가좌 삼거리,15,37.573002,126.907799
777,서대문구,ST-222,165,165. 중앙근린공원,20,37.575138,126.91394
778,서대문구,ST-1189,3101,3101. 서대문구청,15,37.578381,126.936096
779,서대문구,ST-25,123,123. 문화촌 공원,20,37.59433,126.947388
780,서대문구,ST-1492,3104,3104. e편한세상 신촌4단지 앞,13,37.558128,126.956207
781,서대문구,ST-217,160,160. 북아현동 가구거리,20,37.557549,126.959381
782,서초구,ST-768,2243,2243.서울가정법원,15,37.481491,127.036728
783,서초구,ST-1310,2284,2284. CJ오쇼핑앞,10,37.468102,126.986801
784,서초구,ST-1557,2506,2506. LG유플러스 (방배사옥),10,37.479092,126.990677
785,서초구,ST-765,2239,2239.교대역 6번출구,10,37.494217,127.013786
786,서초구,ST-1308,2282,2282. 방배래미안아트힐 101동앞,15,37.477203,127.005836
787,서초구,ST-1554,2503,2503. 반포1동 서초빌딩 앞,10,37.503811,127.021362
788,서초구,ST-1655,2509,2509. KT반포지사,16,37.498371,126.992462
789,서초구,ST-928,2215,2215. 반포종합운동장 입구,10,37.501713,126.995476
790,서초구,ST-1305,2279,2279. 교대역 5번출구뒤,10,37.493618,127.014183
791,서초구,ST-1169,2277,2277. 길마중4교 하부,10,37.51487,127.015282
792,서초구,ST-1405,2298,2298. 래미안서초스위트앞,12,37.502411,127.021606
793,서초구,ST-762,2233,2233. 서초신동아1차아파트 옆,20,37.491112,127.022957
794,서초구,ST-925,2203,2203. 청계산입구역 2번출구,20,37.447659,127.055016
795,서초구,ST-1166,2274,2274. 양재시민의숲역 3번출구,10,37.46965,127.039612
796,서초구,ST-890,2252,2252. 하이브랜드 앞,25,37.463322,127.036041
797,서초구,ST-1163,2271,2271. 내방역 8번출구 앞,8,37.487865,126.994293
798,서초구,ST-757,2227,2227.방배열린문화센터 앞,15,37.489052,126.992523
799,서초구,ST-1360,2293,2293. SPC 앞,10,37.484798,127.036995
800,서초구,ST-1160,2268,2268. 서초4동주민센터 ,10,37.502319,127.02227
801,서초구,ST-754,2223,2223. 방배래미안 정문 앞,20,37.47261,126.983009
802,서초구,ST-780,2259,2259. 잠원역 3번-4번 출구사이 ,15,37.512989,127.011177
803,서초구,ST-881,2250,2250. 서초유치원 맞은편,10,37.455799,127.016289
804,서초구,ST-751,2220,2220. 반포본동 주민센터 앞,10,37.500614,126.98616
805,서초구,ST-879,2263,2263. 바우뫼문화복지회관,20,37.471928,127.02684
806,서초구,ST-748,2214,2214. 신반포역 2번출구 앞,15,37.504116,126.99749
807,서초구,ST-775,2258,2258.구룡사 삼거리,20,37.471539,127.050591
808,서초구,ST-745,2210,2210. 반포1동 주민센터 앞,15,37.505096,127.013107
809,서초구,ST-772,2255,2255.시민의숲역 1번출구 옆,25,37.47044,127.038857
810,서초구,ST-742,2202,2202.청계산입구역 1번출구,20,37.448936,127.054375
811,서초구,ST-1315,2289,2289. 남태령역 2번출구,10,37.464298,126.988525
812,서초구,ST-935,2264,2264. 이수역 1번출구,9,37.488556,126.982574
813,서초구,ST-1312,2286,2286. 탑성마을입구,10,37.458549,127.055885
814,서초구,ST-767,2242,2242.양재역 11번 출구 앞,20,37.48399,127.03418
815,서초구,ST-1556,2505,2505. 우성아파트사거리 (기업은행앞),12,37.493259,127.029533
816,서초구,ST-764,2237,2237.서울남부터미널 대합실 입구,20,37.484558,127.01487
817,서초구,ST-1307,2281,2281. 연세사랑병원신관앞,7,37.475979,126.986282
818,서초구,ST-1553,2502,2502. 서초역1번출구 앞,9,37.491951,127.008553
819,서초구,ST-1654,2508,2508. 양재이스타빌 앞,10,37.482979,127.042259
820,서초구,ST-927,2211,2211. 서초구립반포도서관 앞,10,37.502636,127.012314
821,서초구,ST-1168,2276,2276. 영동1교 (양재천근린공원),15,37.474388,127.038902
822,서초구,ST-1404,2297,2297. 남부터미널역 1번출구,10,37.485672,127.015923
823,서초구,ST-761,2231,2231. 삼성타운(삼성생명) A동 맞은편,15,37.496914,127.024963
824,서초구,ST-1165,2273,2273. 일동제약 사거리,10,37.477829,127.038269
825,서초구,ST-759,2229,2229.로고스교회 맞은 편,10,37.487011,126.984962
826,서초구,ST-1162,2270,2270. 서초포레스타 7단지,10,37.448967,127.057739
827,서초구,ST-756,2226,2226. 신동아럭스빌아파트 앞,15,37.475182,127.001389
828,서초구,ST-753,2222,2222.사당역 12번출구 뒤,10,37.478069,126.982033
829,서초구,ST-880,2249,2249. 우솔초등학교 맞은편,10,37.456234,127.019348
830,서초구,ST-750,2219,"2219. 고속터미널역 8-1번, 8-2번 출구 사이",20,37.506199,127.003944
831,서초구,ST-747,2213,2213. 고속터미널역 5번출구 앞,20,37.502232,127.002258
832,서초구,ST-774,2257,2257. 하나로클럽 양재점 맞은편,10,37.462688,127.046112
833,서초구,ST-744,2206,2206. 언남초등학교 앞,20,37.454399,127.062309
834,서초구,ST-771,2247,2247.섬들근린공원,25,37.462639,127.026619
835,서초구,ST-741,2201,2201. 본마을 정류소 앞,20,37.453281,127.051483
836,서초구,ST-1314,2288,2288. 안골마을입구,10,37.455608,127.064453
837,서초구,ST-769,2244,2244.교육개발원입구 교차로,20,37.477852,127.03891
838,서초구,ST-1311,2285,2285. LH서초3단지 301동 맞은편,15,37.457424,127.022652
839,서초구,ST-766,2241,2241.양재전화국 사거리,10,37.485378,127.041702
840,서초구,ST-1309,2283,2283. 그룹한빌딩옆,10,37.486526,126.989166
841,서초구,ST-1555,2504,2504. 신사역 4번출구 뒤,10,37.515881,127.019302
842,서초구,ST-929,2248,2248. 서초리슈빌S 글로벌 앞,10,37.459953,127.024742
843,서초구,ST-1306,2280,2280. 서울서초고용센터앞,10,37.484161,127.010971
844,서초구,ST-1552,2501,2501. 서초 포레스타5단지,10,37.450661,127.05706
845,서초구,ST-1406,2299,2299. 한전아트센터 앞,12,37.486469,127.028061
846,서초구,ST-763,2235,2235.KT 서초지사 앞,15,37.482159,127.002701
847,서초구,ST-926,2207,2207. 내곡파출소 뒤 정자,9,37.454407,127.064926
848,서초구,ST-1167,2275,2275. 염곡치안센터 건너편,10,37.461578,127.048798
849,서초구,ST-760,2230,2230.이수역 4번 출구,20,37.485828,126.982628
850,서초구,ST-1164,2272,2272. 교대입구 교차로,10,37.487309,127.010582
851,서초구,ST-889,2246,2246. 서울시 품질시험소 앞,15,37.4692,127.029007
852,서초구,ST-758,2228,2228.뒷벌공원 옆,20,37.489586,126.986725
853,서초구,ST-1361,2294,2294. 두상빌딩 앞,15,37.475906,127.046242
854,서초구,ST-1161,2269,2269. 주홍교 하부,10,37.510349,127.016052
855,서초구,ST-755,2225,2225.백석예술대학교 제3캠퍼스 앞,15,37.473759,126.995247
856,서초구,ST-781,2251,2251. 더케이호텔 입구(양재2) ,10,37.467506,127.034477
857,서초구,ST-1359,2292,2292. 무지개아파트 앞,15,37.488243,127.027016
858,서초구,ST-949,2265,2265. 이수고가차도 남단,25,37.494106,126.982994
859,서초구,ST-1158,2266,2266. 서초역 3번출구,15,37.49054,127.008163
860,서초구,ST-752,2221,2221.하나은행 방배동지점 앞,15,37.485611,126.994682
861,서초구,ST-749,2217,2217.아크로리버뷰 부지 앞,20,37.513046,127.005959
862,서초구,ST-776,2262,2262. 한신16차아파트 119동 앞,20,37.516598,127.00959
863,서초구,ST-746,2212,2212.서초현대4차아파트 201동 맞은편,20,37.500961,127.017929
864,서초구,ST-773,2256,2256.양재동 꽃시장 입구,10,37.46769,127.040359
865,서초구,ST-743,2205,2205. 내곡3단지 어린이공원 앞,15,37.453751,127.05938
866,서초구,ST-1316,2290,2290. 서래마을파리15구공원앞,10,37.499413,126.999413
867,서초구,ST-770,2245,2245.양재초등학교 맞은편,20,37.473614,127.03051
868,서초구,ST-1313,2287,2287. 능안마을입구,10,37.45562,127.067101
869,성동구,ST-364,563,563. 성동세무서 건너편,10,37.547913,127.062752
870,성동구,ST-241,525,525. 한양대병원사거리,20,37.558052,127.040352
871,성동구,ST-361,560,560. 비전교회 앞,8,37.551205,127.068932
872,성동구,ST-239,523,523. 옥수동성당 옆,11,37.543663,127.014061
873,성동구,ST-359,558,558. 성동광진 교육지원청 앞,20,37.564606,127.036522
874,성동구,ST-106,509,509. 이마트 버스정류소 옆,20,37.539654,127.052589
875,성동구,ST-236,520,520. 상왕십리역 4번 출구 앞,10,37.563858,127.030319
876,성동구,ST-103,506,506. 금호 어울림 아파트 앞,7,37.549061,127.057793
877,성동구,ST-1197,3513,3513. 상왕십리역 1번출구,10,37.56461,127.029198
878,성동구,ST-1617,3531,3531. 논골사거리(금호도서관 입구),15,37.554779,127.024841
879,성동구,ST-446,585,585. 성수2가1동 공영주차장 인근,9,37.536808,127.055489
880,성동구,ST-482,587,587. KEB하나은행 성수중앙지점,10,37.545418,127.052643
881,성동구,ST-375,582,582. 경일중학교 앞,10,37.543179,127.04908
882,성동구,ST-251,550,550. 서울시설공단 앞,15,37.57164,127.03566
883,성동구,ST-372,579,579. 마장역 4번출구,8,37.565205,127.041847
884,성동구,ST-249,537,537. 한양대후문역 부근,10,37.560356,127.041397
885,성동구,ST-506,589,589. 성수역3번출구,8,37.544159,127.056656
886,성동구,ST-246,534,534. 금호사거리,20,37.548634,127.025726
887,성동구,ST-366,565,565. 옥수역 3번출구,20,37.541363,127.017662
888,성동구,ST-107,510,510. 서울숲 남문 버스정류소 옆,10,37.541222,127.0438
889,성동구,ST-243,529,529. 장한평역 8번 출구 앞,15,37.561371,127.06366
890,성동구,ST-363,562,562. 군자지하보도 앞,10,37.559246,127.07341
891,성동구,ST-240,524,524. 래미안금호하이리버 아파트 102동 옆,10,37.5522,127.025055
892,성동구,ST-360,559,559. 왕십리역 4번 출구 건너편,10,37.561096,127.036797
893,성동구,ST-238,522,522. 금호역 1번출구 앞,9,37.548641,127.016426
894,성동구,ST-1336,3519,3519. 용답역 1번 출구,10,37.562607,127.051308
895,성동구,ST-358,557,557. 도선동 주민센터 앞,10,37.567642,127.025696
896,성동구,ST-235,519,519. 양지사거리,20,37.566994,127.029915
897,성동구,ST-1199,3515,3515. 서울숲 관리사무소,20,37.542816,127.042084
898,성동구,ST-1195,3511,3511. 응봉역 1번출구,10,37.55125,127.035103
899,성동구,ST-1616,3530,3530. 왕십리자이아파트 후문(삼거리),15,37.560146,127.02636
900,성동구,ST-374,581,581. 용답초등학교,13,37.561012,127.054237
901,성동구,ST-250,538,538. 답십리역 8번출구 앞,15,37.56765,127.051155
902,성동구,ST-371,578,578. 성동세무서 부근,8,37.548286,127.062088
903,성동구,ST-248,536,536. 행당역 2번출구 앞,8,37.55735,127.029213
904,성동구,ST-104,507,507. 성수아이에스비즈타워 앞,7,37.548203,127.057114
905,성동구,ST-369,568,568. 청계8가사거리 부근,10,37.571102,127.02356
906,성동구,ST-245,533,533. 우리은행 금호동 지점 앞,7,37.548149,127.021088
907,성동구,ST-365,564,564. 금호역 3번출구,15,37.547928,127.015572
908,성동구,ST-242,526,526. 용답토속공원 앞,10,37.563511,127.056725
909,성동구,ST-1659,3538,3538. 서울숲 IT캐슬,14,37.550892,127.044762
910,성동구,ST-362,561,561. 서울숲역 2번출구 앞,10,37.542816,127.04467
911,성동구,ST-237,521,521. 왕십리역 11번 출구 앞,14,37.561447,127.03492
912,성동구,ST-357,556,556. 달맞이공원,20,37.542053,127.020401
913,성동구,ST-234,518,518. 청계천 박물관 앞,20,37.571526,127.035355
914,성동구,ST-1198,3514,3514. 왕십리교회옆,10,37.566261,127.023697
915,성동구,ST-1618,3532,3532. 왕십리KCC스위첸아파트,15,37.56068,127.026779
916,성동구,ST-109,512,512. 뚝섬역 1번 출구 옆,15,37.548561,127.045006
917,성동구,ST-105,508,508. 성수아카데미타워 앞,10,37.545166,127.05751
918,성동구,ST-447,586,586. 마장동 주민센터,10,37.565941,127.045395
919,성동구,ST-112,514,514. 성수사거리 버스정류장 앞,7,37.54258,127.063309
